codigo_municipio,municipio,uf,proporcao_haddad,proporcao_bolsonaro,votos_haddad,votos_bolsonaro,votos_validos
5103809,FIGUEIRÓPOLIS D'OESTE,MT,0.218,0.782,441,1581,2022
5102694,CANABRAVA DO NORTE,MT,0.34,0.66,814,1580,2394
5108808,NOVA GUARITA,MT,0.399,0.601,1043,1571,2614
5105234,LAMBARI D'OESTE,MT,0.469,0.531,1356,1535,2891
5101852,BOM JESUS DO ARAGUAIA,MT,0.464,0.536,1321,1523,2844
5106273,NOVO HORIZONTE DO NORTE,MT,0.345,0.655,747,1420,2167
5107750,SALTO DO CÉU,MT,0.334,0.666,705,1404,2109
5108352,VALE DE SÃO DOMINGOS,MT,0.245,0.755,445,1369,1814
5103106,COCALINHO,MT,0.468,0.532,1174,1333,2507
5107354,SÃO JOSÉ DO XINGU,MT,0.488,0.512,1250,1314,2564
5106190,NOVA SANTA HELENA,MT,0.313,0.687,595,1307,1902
5103361,CONQUISTA D'OESTE,MT,0.293,0.707,541,1307,1848
5107404,SÃO PEDRO DA CIPA,MT,0.476,0.524,1144,1260,2404
5101605,BARÃO DE MELGAÇO,MT,0.681,0.319,2618,1225,3843
5108204,TORIXORÉU,MT,0.46,0.54,1021,1200,2221
5103957,GLÓRIA D'OESTE,MT,0.35,0.65,624,1159,1783
5107776,SANTA TEREZINHA,MT,0.609,0.391,1790,1151,2941
5108857,NOVA MARILÂNDIA,MT,0.346,0.654,575,1088,1663
5106208,NOVA BRASILÂNDIA,MT,0.539,0.461,1266,1082,2348
5107297,SÃO JOSÉ DO POVO,MT,0.451,0.549,876,1065,1941
5108303,UNIÃO DO SUL,MT,0.393,0.607,670,1036,1706
5101001,ARAGUAIANA,MT,0.46,0.54,859,1008,1867
5106455,PLANALTO DA SERRA,MT,0.509,0.491,1025,989,2014
5107792,SANTO ANTÔNIO DO LESTE,MT,0.336,0.664,493,973,1466
5103908,GENERAL CARNEIRO,MT,0.633,0.367,1656,959,2615
5107768,SANTA RITA DO TRIVELATO,MT,0.309,0.691,376,840,1216
5104500,INDIAVAÍ,MT,0.38,0.62,505,824,1329
5107263,SANTO AFONSO,MT,0.457,0.543,673,800,1473
5105309,LUCIARA,MT,0.441,0.559,587,745,1332
5107156,RESERVA DO CABAÇAL,MT,0.415,0.585,521,735,1256
5106174,NOVA NAZARÉ,MT,0.513,0.487,757,720,1477
5106851,PORTO ESTRELA,MT,0.676,0.324,1456,698,2154
5108105,TESOURO,MT,0.506,0.494,706,690,1396
5107198,RIBEIRÃOZINHO,MT,0.488,0.512,650,683,1333
5107578,RONDOLÂNDIA,MT,0.548,0.452,824,680,1504
5107743,SANTA CRUZ DO XINGU,MT,0.298,0.702,286,674,960
5107883,SERRA NOVA DOURADA,MT,0.365,0.635,316,549,865
5106315,NOVO SANTO ANTÔNIO,MT,0.491,0.509,496,514,1010
5106703,PONTE BRANCA,MT,0.629,0.371,763,451,1214
5101209,ARAGUAINHA,MT,0.474,0.526,296,329,625
5002704,CAMPO GRANDE,MS,0.287,0.713,135939,337170,473109
5003702,DOURADOS,MS,0.318,0.682,35815,76753,112568
5008305,TRÊS LAGOAS,MS,0.326,0.674,16944,34967,51911
5006606,PONTA PORÃ,MS,0.32,0.68,13906,29496,43402
5003207,CORUMBÁ,MS,0.425,0.575,20013,27107,47120
5005707,NAVIRAÍ,MS,0.308,0.692,7332,16460,23792
5006200,NOVA ANDRADINA,MS,0.372,0.628,8304,14015,22319
5005400,MARACAJU,MS,0.324,0.676,6414,13404,19818
5006309,PARANAÍBA,MS,0.366,0.634,7376,12781,20157
5001102,AQUIDAUANA,MS,0.44,0.56,9719,12369,22088
5007901,SIDROLÂNDIA,MS,0.433,0.567,9242,12110,21352
5007208,RIO BRILHANTE,MS,0.4,0.6,7047,10583,17630
5007695,SÃO GABRIEL DO OESTE,MS,0.27,0.73,3691,9997,13688
5000609,AMAMBAI,MS,0.426,0.574,7354,9916,17270
5003306,COXIM,MS,0.397,0.603,6376,9704,16080
5002407,CAARAPÓ,MS,0.351,0.649,4961,9178,14139
5002951,CHAPADÃO DO SUL,MS,0.247,0.753,2917,8869,11786
5004700,IVINHEMA,MS,0.353,0.647,4756,8712,13468
5003256,COSTA RICA,MS,0.364,0.636,4710,8245,12955
5001003,APARECIDA DO TABOADO,MS,0.299,0.701,3420,8005,11425
5005004,JARDIM,MS,0.336,0.664,3973,7847,11820
5002902,CASSILÂNDIA,MS,0.287,0.713,2869,7125,9994
5002209,BONITO,MS,0.388,0.612,4507,7096,11603
5003801,FÁTIMA DO SUL,MS,0.386,0.614,4458,7087,11545
5001904,BATAGUASSU,MS,0.37,0.63,4145,7059,11204
5000708,ANASTÁCIO,MS,0.412,0.588,4920,7024,11944
5004502,ITAPORÃ,MS,0.318,0.682,3025,6496,9521
5005681,MUNDO NOVO,MS,0.345,0.655,3291,6248,9539
5002100,BELA VISTA,MS,0.415,0.585,4394,6188,10582
5007406,RIO VERDE DE MATO GROSSO,MS,0.382,0.618,3514,5675,9189
5005608,MIRANDA,MS,0.559,0.441,7117,5626,12743
5006002,NOVA ALVORADA DO SUL,MS,0.434,0.566,4105,5360,9465
5007109,RIBAS DO RIO PARDO,MS,0.405,0.595,3588,5264,8852
5005202,LADÁRIO,MS,0.424,0.576,3732,5073,8805
5008008,TERENOS,MS,0.441,0.559,3956,5007,8963
5002605,CAMAPUÃ,MS,0.397,0.603,2943,4462,7405
5007935,SONORA,MS,0.41,0.59,2989,4293,7282
5000203,ÁGUA CLARA,MS,0.369,0.631,2501,4269,6770
5004304,IGUATEMI,MS,0.356,0.644,2346,4247,6593
5004601,ITAQUIRAÍ,MS,0.508,0.492,4327,4183,8510
5003454,DEODÁPOLIS,MS,0.408,0.592,2750,3983,6733
5003751,ELDORADO,MS,0.327,0.673,1830,3771,5601
5002308,BRASILÂNDIA,MS,0.348,0.652,1981,3719,5700
5005806,NIOAQUE,MS,0.481,0.519,3332,3597,6929
5003157,CORONEL SAPUCAIA,MS,0.487,0.513,3351,3532,6883
5007703,SETE QUEDAS,MS,0.354,0.646,1728,3149,4877
5002001,BATAYPORÃ,MS,0.443,0.557,2445,3073,5518
5004007,GLÓRIA DE DOURADOS,MS,0.416,0.584,2186,3072,5258
5000856,ANGÉLICA,MS,0.46,0.54,2585,3038,5623
5004106,GUIA LOPES DA LAGUNA,MS,0.396,0.604,1914,2916,4830
5006903,PORTO MURTINHO,MS,0.418,0.582,1957,2727,4684
5000906,ANTÔNIO JOÃO,MS,0.441,0.559,2060,2607,4667
5001243,ARAL MOREIRA,MS,0.467,0.533,2228,2547,4775
5004403,INOCÊNCIA,MS,0.329,0.671,1209,2467,3676
5006358,PARANHOS,MS,0.532,0.468,2741,2411,5152
5002159,BODOQUENA,MS,0.447,0.553,1886,2332,4218
5001508,BANDEIRANTES,MS,0.444,0.556,1813,2269,4082
5005251,LAGUNA CARAPÃ,MS,0.387,0.613,1342,2129,3471
5000807,ANAURILÂNDIA,MS,0.475,0.525,1849,2046,3895
5003488,DOIS IRMÃOS DO BURITI,MS,0.621,0.379,3330,2029,5359
5006408,PEDRO GOMES,MS,0.472,0.528,1807,2018,3825
5004908,JARAGUARI,MS,0.42,0.58,1379,1907,3286
5008404,VICENTINA,MS,0.532,0.468,2134,1881,4015
5003504,DOURADINA,MS,0.418,0.582,1346,1876,3222
5007505,ROCHEDO,MS,0.341,0.659,922,1785,2707
5002803,CARACOL,MS,0.402,0.598,1191,1770,2961
5006275,PARAÍSO DAS ÁGUAS,MS,0.247,0.753,567,1731,2298
5007802,SELVÍRIA,MS,0.559,0.441,2152,1697,3849
5007554,SANTA RITA DO PARDO,MS,0.417,0.583,1203,1682,2885
5005152,JUTI,MS,0.536,0.464,1864,1612,3476
5007307,RIO NEGRO,MS,0.417,0.583,1063,1487,2550
5007950,TACURU,MS,0.672,0.328,2954,1443,4397
5003108,CORGUINHO,MS,0.429,0.571,1025,1364,2389
5005103,JATEÍ,MS,0.476,0.524,1204,1324,2528
5006259,NOVO HORIZONTE DO SUL,MS,0.488,0.512,1253,1312,2565
5000252,ALCINÓPOLIS,MS,0.47,0.53,1059,1194,2253
5004809,JAPORÃ,MS,0.684,0.316,2559,1184,3743
5007976,TAQUARUSSU,MS,0.55,0.45,1220,998,2218
5003900,FIGUEIRÃO,MS,0.427,0.573,670,900,1570
3106200,BELO HORIZONTE,MG,0.344,0.656,472887,901513,1374400
3170206,UBERLÂNDIA,MG,0.37,0.63,128070,218367,346437
3118601,CONTAGEM,MG,0.342,0.658,105418,202384,307802
3136702,JUIZ DE FORA,MG,0.476,0.524,132237,145333,277570
3106705,BETIM,MG,0.38,0.62,75026,122576,197602
3143302,MONTES CLAROS,MG,0.418,0.582,78142,108640,186782
3170107,UBERABA,MG,0.344,0.656,55842,106569,162411
3127701,GOVERNADOR VALADARES,MG,0.289,0.711,38293,94067,132360
3131307,IPATINGA,MG,0.259,0.741,32082,91851,123933
3154606,RIBEIRÃO DAS NEVES,MG,0.404,0.596,55911,82449,138360
3167202,SETE LAGOAS,MG,0.303,0.697,34449,79126,113575
3122306,DIVINÓPOLIS,MG,0.348,0.652,41154,77001,118155
3157807,SANTA LUZIA,MG,0.376,0.624,41289,68452,109741
3151800,POÇOS DE CALDAS,MG,0.305,0.695,23578,53695,77273
3148004,PATOS DE MINAS,MG,0.279,0.721,20583,53299,73882
3152501,POUSO ALEGRE,MG,0.278,0.722,19916,51716,71632
3170701,VARGINHA,MG,0.268,0.732,18711,51221,69932
3129806,IBIRITÉ,MG,0.405,0.595,32827,48160,80987
3103504,ARAGUARI,MG,0.314,0.686,19055,41697,60752
3132404,ITAJUBÁ,MG,0.223,0.777,11330,39418,50748
3156700,SABARÁ,MG,0.384,0.616,24351,39086,63437
3133808,ITAÚNA,MG,0.228,0.772,10993,37146,48139
3105608,BARBACENA,MG,0.477,0.523,32411,35585,67996
3119401,CORONEL FABRICIANO,MG,0.339,0.661,18177,35471,53648
3131703,ITABIRA,MG,0.418,0.582,25229,35136,60365
3118304,CONSELHEIRO LAFAIETE,MG,0.463,0.537,30180,35020,65200
3171204,VESPASIANO,MG,0.388,0.612,21739,34281,56020
3168606,TEÓFILO OTONI,MG,0.454,0.546,28194,33970,62164
3147907,PASSOS,MG,0.371,0.629,19919,33806,53725
3104007,ARAXÁ,MG,0.364,0.636,18890,33021,51911
3147105,PARÁ DE MINAS,MG,0.25,0.75,10834,32428,43262
3138203,LAVRAS,MG,0.359,0.641,17435,31119,48554
3143906,MURIAÉ,MG,0.407,0.593,21306,31027,52333
3145208,NOVA SERRANA,MG,0.209,0.791,8174,30914,39088
3148103,PATROCÍNIO,MG,0.295,0.705,12725,30375,43100
3144805,NOVA LIMA,MG,0.393,0.607,19264,29780,49044
3162500,SÃO JOÃO DEL REI,MG,0.37,0.63,17250,29334,46584
3169901,UBÁ,MG,0.411,0.589,19993,28658,48651
3168705,TIMÓTEO,MG,0.307,0.693,12599,28465,41064
3101607,ALFENAS,MG,0.317,0.683,12837,27671,40508
3170404,UNAÍ,MG,0.326,0.674,13392,27649,41041
3169307,TRÊS CORAÇÕES,MG,0.283,0.717,10716,27186,37902
3147006,PARACATU,MG,0.347,0.653,14125,26622,40747
3134202,ITUIUTABA,MG,0.496,0.504,25456,25815,51271
3126109,FORMIGA,MG,0.293,0.707,10499,25314,35813
3113404,CARATINGA,MG,0.379,0.621,14556,23811,38367
3139409,MANHUAÇU,MG,0.392,0.608,15267,23678,38945
3136207,JOÃO MONLEVADE,MG,0.397,0.603,15451,23443,38894
3137601,LAGOA SANTA,MG,0.29,0.71,9088,22301,31389
3149309,PEDRO LEOPOLDO,MG,0.349,0.651,11414,21303,32717
3120904,CURVELO,MG,0.458,0.542,17396,20575,37971
3164704,SÃO SEBASTIÃO DO PARAÍSO,MG,0.35,0.65,10986,20394,31380
3107406,BOM DESPACHO,MG,0.251,0.749,6441,19194,25635
3111200,CAMPO BELO,MG,0.306,0.694,7805,17661,25466
3124104,ESMERALDAS,MG,0.45,0.55,14139,17287,31426
3127107,FRUTAL,MG,0.363,0.637,9794,17194,26988
3169406,TRÊS PONTAS,MG,0.433,0.567,13133,17169,30302
3137205,LAGOA DA PRATA,MG,0.28,0.72,6642,17088,23730
3163706,SÃO LOURENÇO,MG,0.247,0.753,5561,16961,22522
3159605,SANTA RITA DO SAPUCAÍ,MG,0.197,0.803,4134,16799,20933
3118007,CONGONHAS,MG,0.411,0.589,11565,16554,28119
3131901,ITABIRITO,MG,0.402,0.598,10996,16365,27361
3115300,CATAGUASES,MG,0.55,0.45,19908,16256,36164
3102605,ANDRADAS,MG,0.222,0.778,4563,15971,20534
3151206,PIRAPORA,MG,0.384,0.616,9897,15910,25807
3171303,VIÇOSA,MG,0.59,0.41,22851,15900,38751
3128709,GUAXUPÉ,MG,0.404,0.596,10366,15289,25655
3139003,MACHADO,MG,0.267,0.733,5408,14841,20249
3135100,JANAÚBA,MG,0.549,0.451,17863,14684,32547
3146107,OURO PRETO,MG,0.646,0.354,26726,14664,41390
3125101,EXTREMA,MG,0.296,0.704,5878,13952,19830
3145604,OLIVEIRA,MG,0.363,0.637,7888,13844,21732
3110004,CAETÉ,MG,0.386,0.614,8544,13593,22137
3104205,ARCOS,MG,0.363,0.637,7726,13571,21297
3146008,OURO FINO,MG,0.218,0.782,3647,13102,16749
3107109,BOA ESPERANÇA,MG,0.368,0.632,7496,12864,20360
3138401,LEOPOLDINA,MG,0.528,0.472,14278,12774,27052
3136306,JOÃO PINHEIRO,MG,0.444,0.556,10078,12632,22710
3143104,MONTE CARMELO,MG,0.469,0.531,11117,12586,23703
3109006,BRUMADINHO,MG,0.37,0.63,7164,12215,19379
3145901,OURO BRANCO,MG,0.419,0.581,8795,12198,20993
3160702,SANTOS DUMONT,MG,0.541,0.459,14206,12068,26274
3141108,MATOZINHOS,MG,0.391,0.609,7658,11934,19592
3140001,MARIANA,MG,0.626,0.374,19882,11883,31765
3130101,IGARAPÉ,MG,0.394,0.606,7712,11868,19580
3162104,SÃO GOTARDO,MG,0.299,0.701,4978,11663,16641
3152105,PONTE NOVA,MG,0.605,0.395,17795,11604,29399
3151503,PIUMHI,MG,0.305,0.695,5092,11579,16671
3172004,VISCONDE DO RIO BRANCO,MG,0.455,0.545,9396,11264,20660
3151404,PITANGUI,MG,0.264,0.736,3859,10743,14602
3114303,CARMO DO PARANAÍBA,MG,0.259,0.741,3686,10525,14211
3160405,SANTO ANTÔNIO DO MONTE,MG,0.209,0.791,2749,10425,13174
3168002,TAIOBEIRAS,MG,0.347,0.653,5537,10419,15956
3123601,ELÓI MENDES,MG,0.262,0.738,3689,10394,14083
3143401,MONTE SIÃO,MG,0.172,0.828,2155,10372,12527
3116605,CLÁUDIO,MG,0.255,0.745,3546,10366,13912
3140704,MATEUS LEME,MG,0.347,0.653,5499,10341,15840
3134905,JACUTINGA,MG,0.182,0.818,2291,10264,12555
3119302,COROMANDEL,MG,0.34,0.66,5264,10220,15484
3165537,SARZEDO,MG,0.348,0.652,5246,9815,15061
3110608,CAMBUÍ,MG,0.299,0.701,4163,9755,13918
3134400,ITURAMA,MG,0.516,0.484,10313,9675,19988
3158953,SANTANA DO PARAÍSO,MG,0.311,0.689,4340,9626,13966
3101508,ALÉM PARAÍBA,MG,0.495,0.505,9318,9512,18830
3144300,NANUQUE,MG,0.47,0.53,8216,9270,17486
3169356,TRÊS MARIAS,MG,0.395,0.605,5797,8862,14659
3136652,JUATUBA,MG,0.379,0.621,5311,8705,14016
3170800,VÁRZEA DA PALMA,MG,0.449,0.551,7023,8610,15633
3121605,DIAMANTINA,MG,0.619,0.381,13966,8605,22571
3156908,SACRAMENTO,MG,0.344,0.656,4448,8501,12949
3139607,MANTENA,MG,0.359,0.641,4689,8368,13057
3105400,BARÃO DE COCAIS,MG,0.457,0.543,7043,8352,15395
3157005,SALINAS,MG,0.583,0.417,11614,8308,19922
3144607,NEPOMUCENO,MG,0.363,0.637,4738,8297,13035
3162955,SÃO JOSÉ DA LAPA,MG,0.368,0.632,4735,8141,12876
3111002,CAMPESTRE,MG,0.28,0.72,3168,8136,11304
3113305,CARANGOLA,MG,0.474,0.526,7320,8118,15438
3147402,PARAOPEBA,MG,0.372,0.628,4803,8101,12904
3147303,PARAISÓPOLIS,MG,0.269,0.731,2970,8086,11056
3162005,SÃO GONÇALO DO SAPUCAÍ,MG,0.349,0.651,4310,8057,12367
3111606,CAMPOS GERAIS,MG,0.381,0.619,4940,8022,12962
3110509,CAMANDUCAIA,MG,0.302,0.698,3403,7870,11273
3137809,LAMBARI,MG,0.29,0.71,3206,7841,11047
3162906,SÃO JOÃO NEPOMUCENO,MG,0.424,0.576,5767,7825,13592
3107307,BOCAIÚVA,MG,0.667,0.333,15564,7772,23336
3114204,CARMO DO CAJURU,MG,0.382,0.618,4794,7762,12556
3101102,AIMORÉS,MG,0.379,0.621,4715,7712,12427
3152006,POMPÉU,MG,0.479,0.521,7049,7677,14726
3128006,GUANHÃES,MG,0.456,0.544,6432,7667,14099
3144003,MUTUM,MG,0.443,0.557,6090,7666,13756
3130903,INHAPIM,MG,0.383,0.617,4753,7653,12406
3100203,ABAETÉ,MG,0.361,0.639,4289,7581,11870
3104908,BAEPENDI,MG,0.291,0.709,3106,7578,10684
3144102,MUZAMBINHO,MG,0.376,0.624,4535,7513,12048
3112307,CAPELINHA,MG,0.545,0.455,8898,7417,16315
3152204,PORTEIRINHA,MG,0.624,0.376,12196,7358,19554
3147204,PARAGUAÇU,MG,0.367,0.633,4230,7309,11539
3149903,PERDÕES,MG,0.357,0.643,4059,7300,11359
3135209,JANUÁRIA,MG,0.752,0.248,22111,7287,29398
3157203,SANTA BÁRBARA,MG,0.538,0.462,8460,7270,15730
3152808,PRATA,MG,0.471,0.529,6408,7194,13602
3113206,CARANDAÍ,MG,0.471,0.529,6402,7191,13593
3114402,CARMO DO RIO CLARO,MG,0.361,0.639,3836,6785,10621
3117306,CONCEIÇÃO DAS ALAGOAS,MG,0.486,0.514,6406,6766,13172
3143203,MONTE SANTO DE MINAS,MG,0.355,0.645,3721,6756,10477
3161106,SÃO FRANCISCO,MG,0.712,0.288,16543,6705,23248
3106309,BELO ORIENTE,MG,0.437,0.563,5200,6702,11902
3162922,SÃO JOAQUIM DE BICAS,MG,0.474,0.526,6033,6701,12734
3108305,BORDA DA MATA,MG,0.269,0.731,2440,6615,9055
3133501,ITAPECERICA,MG,0.434,0.566,5026,6562,11588
3115508,CAXAMBU,MG,0.42,0.58,4751,6550,11301
3109303,BURITIS,MG,0.439,0.561,5110,6521,11631
3118403,CONSELHEIRO PENA,MG,0.39,0.61,4111,6420,10531
3138807,LUZ,MG,0.304,0.696,2786,6385,9171
3169604,TUPACIGUARA,MG,0.523,0.477,6891,6281,13172
3139904,MARIA DA FÉ,MG,0.274,0.726,2367,6279,8646
3103405,ARAÇUAÍ,MG,0.6,0.4,9420,6278,15698
3101904,ALPINÓPOLIS,MG,0.411,0.589,4332,6205,10537
3129509,IBIÁ,MG,0.428,0.572,4572,6110,10682
3137502,LAGOA FORMOSA,MG,0.37,0.63,3590,6109,9699
3105103,BAMBUÍ,MG,0.501,0.499,6120,6090,12210
3132503,ITAMARANDIBA,MG,0.585,0.415,8541,6067,14608
3110905,CAMPANHA,MG,0.232,0.768,1824,6041,7865
3139508,MANHUMIRIM,MG,0.442,0.558,4773,6019,10792
3153400,PRESIDENTE OLEGÁRIO,MG,0.405,0.595,4090,6013,10103
3171006,VAZANTE,MG,0.423,0.577,4334,5921,10255
3154309,RESPLENDOR,MG,0.304,0.696,2569,5887,8456
3108909,BRAZÓPOLIS,MG,0.301,0.699,2508,5836,8344
3145109,NOVA RESENDE,MG,0.331,0.669,2863,5797,8660
3111101,CAMPINA VERDE,MG,0.429,0.571,4312,5744,10056
3151701,POÇO FUNDO,MG,0.367,0.633,3294,5677,8971
3133006,ITAMONTE,MG,0.28,0.72,2173,5594,7767
3104304,AREADO,MG,0.285,0.715,2224,5579,7803
3105905,BARROSO,MG,0.498,0.502,5530,5575,11105
3108008,BOM SUCESSO,MG,0.413,0.587,3899,5548,9447
3119104,CORINTO,MG,0.522,0.478,6044,5534,11578
3133758,ITAÚ DE MINAS,MG,0.327,0.673,2663,5488,8151
3135050,JAÍBA,MG,0.637,0.363,9618,5479,15097
3124302,ESPINOSA,MG,0.644,0.356,9863,5454,15317
3124203,ESPERA FELIZ,MG,0.522,0.478,5949,5453,11402
3133105,ITANHANDU,MG,0.348,0.652,2901,5428,8329
3101706,ALMENARA,MG,0.701,0.299,12687,5418,18105
3137700,LAJINHA,MG,0.475,0.525,4885,5410,10295
3147600,PASSA QUATRO,MG,0.4,0.6,3575,5360,8935
3134608,JABOTICATUBAS,MG,0.435,0.565,4092,5306,9398
3154002,RAUL SOARES,MG,0.534,0.466,6034,5272,11306
3131208,IPANEMA,MG,0.433,0.567,4023,5267,9290
3114501,CARMÓPOLIS DE MINAS,MG,0.415,0.585,3724,5254,8978
3149804,PERDIZES,MG,0.339,0.661,2695,5244,7939
3115102,CÁSSIA,MG,0.411,0.589,3640,5214,8854
3131158,IPABA,MG,0.425,0.575,3825,5175,9000
3110301,CALDAS,MG,0.316,0.684,2390,5172,7562
3169000,TOCANTINS,MG,0.431,0.569,3861,5092,8953
3102001,ALTEROSA,MG,0.392,0.608,3275,5079,8354
3142809,MONTE ALEGRE DE MINAS,MG,0.472,0.528,4500,5042,9542
3108602,BRASÍLIA DE MINAS,MG,0.688,0.312,10990,4982,15972
3162708,SÃO JOÃO DO PARAÍSO,MG,0.466,0.534,4319,4955,9274
3123205,DORES DO INDAIÁ,MG,0.304,0.696,2154,4926,7080
3128303,GUARANÉSIA,MG,0.509,0.491,5099,4914,10013
3159803,SANTA VITÓRIA,MG,0.574,0.426,6615,4908,11523
3109709,CACHOEIRA DE MINAS,MG,0.254,0.746,1654,4859,6513
3140159,MÁRIO CAMPOS,MG,0.363,0.637,2747,4822,7569
3153905,RAPOSOS,MG,0.486,0.514,4461,4723,9184
3149705,PERDIGÃO,MG,0.166,0.834,939,4715,5654
3109402,BURITIZEIRO,MG,0.58,0.42,6497,4703,11200
3140506,MARTINHO CAMPOS,MG,0.332,0.668,2326,4689,7015
3117900,CONGONHAL,MG,0.264,0.736,1668,4653,6321
3117801,CONCEIÇÃO DOS OUROS,MG,0.251,0.749,1550,4635,6185
3144706,NOVA ERA,MG,0.524,0.476,5057,4601,9658
3133709,ITATIAIUÇU,MG,0.282,0.718,1805,4599,6404
3167608,SIMONÉSIA,MG,0.508,0.492,4740,4597,9337
3128105,GUAPÉ,MG,0.338,0.662,2348,4590,6938
3155801,RIO POMBA,MG,0.517,0.483,4899,4583,9482
3120805,CRUZÍLIA,MG,0.444,0.556,3663,4583,8246
3112000,CANDEIAS,MG,0.397,0.603,3013,4576,7589
3140902,MATIPÓ,MG,0.541,0.459,5295,4496,9791
3133303,ITAOBIM,MG,0.528,0.472,5010,4485,9495
3148707,PEDRA AZUL,MG,0.562,0.438,5718,4453,10171
3109105,BUENO BRANDÃO,MG,0.257,0.743,1535,4440,5975
3142908,MONTE AZUL,MG,0.625,0.375,7382,4438,11820
3133402,ITAPAGIPE,MG,0.384,0.616,2697,4319,7016
3110707,CAMBUQUIRA,MG,0.341,0.659,2235,4315,6550
3155603,RIO PARDO DE MINAS,MG,0.648,0.352,7930,4311,12241
3108404,BOTELHOS,MG,0.49,0.51,4129,4289,8418
3146909,PAPAGAIOS,MG,0.461,0.539,3673,4289,7962
3104601,ASTOLFO DUTRA,MG,0.439,0.561,3309,4224,7533
3149101,PEDRALVA,MG,0.35,0.65,2256,4198,6454
3132206,ITAGUARA,MG,0.389,0.611,2642,4142,6784
3143005,MONTE BELO,MG,0.415,0.585,2908,4100,7008
3106903,BICAS,MG,0.463,0.537,3512,4066,7578
3145000,NOVA PONTE,MG,0.463,0.537,3508,4062,7570
3140803,MATIAS BARBOSA,MG,0.504,0.496,4128,4061,8189
3122009,DIVINO,MG,0.586,0.414,5695,4025,9720
3114105,CARMO DE MINAS,MG,0.396,0.604,2640,4023,6663
3123908,ENTRE RIOS DE MINAS,MG,0.506,0.494,4108,4017,8125
3124500,ESTIVA,MG,0.343,0.657,2093,4013,6106
3129707,IBIRACI,MG,0.345,0.655,2109,4003,6112
3100906,ÁGUAS FORMOSAS,MG,0.561,0.439,5099,3995,9094
3161007,SÃO DOMINGOS DO PRATA,MG,0.559,0.441,5064,3991,9055
3111507,CAMPOS ALTOS,MG,0.371,0.629,2320,3941,6261
3142205,MIRAÍ,MG,0.422,0.578,2871,3940,6811
3133600,ITAPEVA,MG,0.243,0.757,1259,3923,5182
3157906,SANTA MARGARIDA,MG,0.545,0.455,4685,3906,8591
3139805,MAR DE ESPANHA,MG,0.434,0.566,2990,3904,6894
3136900,JURUAIA,MG,0.319,0.681,1827,3899,5726
3113701,CARLOS CHAGAS,MG,0.567,0.433,5086,3882,8968
3137403,LAGOA DOURADA,MG,0.417,0.583,2764,3872,6636
3124005,ERVÁLIA,MG,0.631,0.369,6593,3854,10447
3161908,SÃO GONÇALO DO RIO ABAIXO,MG,0.476,0.524,3482,3827,7309
3170057,UBAPORANGA,MG,0.392,0.608,2458,3808,6266
3107802,BOM JESUS DO GALHO,MG,0.498,0.502,3754,3778,7532
3161809,SÃO GONÇALO DO PARÁ,MG,0.323,0.677,1801,3777,5578
3131505,IPUIÚNA,MG,0.324,0.676,1802,3763,5565
3109907,CAETANÓPOLIS,MG,0.304,0.696,1640,3748,5388
3157708,SANTA JULIANA,MG,0.416,0.584,2664,3742,6406
3132909,ITAMOGI,MG,0.365,0.635,2146,3737,5883
3168408,TARUMIRIM,MG,0.462,0.538,3184,3712,6896
3112604,CAPINÓPOLIS,MG,0.529,0.471,4143,3689,7832
3120508,CRISTINA,MG,0.313,0.687,1662,3643,5305
3112505,CAPIM BRANCO,MG,0.32,0.68,1713,3641,5354
3159902,SANTO ANTÔNIO DO AMPARO,MG,0.587,0.413,5156,3624,8780
3107901,BOM REPOUSO,MG,0.415,0.585,2568,3621,6189
3132701,ITAMBACURI,MG,0.639,0.361,6375,3602,9977
3125705,FELIXLÂNDIA,MG,0.502,0.498,3621,3587,7208
3166808,SERRA DO SALITRE,MG,0.386,0.614,2242,3559,5801
3126703,FRANCISCO SÁ,MG,0.691,0.309,7970,3558,11528
3159209,SANTA RITA DE CALDAS,MG,0.301,0.699,1518,3526,5044
3155504,RIO PARANAÍBA,MG,0.446,0.554,2831,3519,6350
3117702,CONCEIÇÃO DO RIO VERDE,MG,0.467,0.533,3077,3518,6595
3127008,FRONTEIRA,MG,0.473,0.527,3155,3515,6670
3155702,RIO PIRACICABA,MG,0.54,0.46,4076,3478,7554
3130507,ILICÍNEA,MG,0.475,0.525,3138,3472,6610
3138609,LIMA DUARTE,MG,0.638,0.362,6084,3446,9530
3151305,PIRAÚBA,MG,0.479,0.521,3152,3424,6576
3153608,PRUDENTE DE MORAIS,MG,0.361,0.639,1931,3412,5343
3151107,PIRAPETINGA,MG,0.495,0.505,3331,3392,6723
3109501,CABO VERDE,MG,0.489,0.511,3221,3367,6588
3114006,CARMO DA MATA,MG,0.483,0.517,3137,3355,6492
3123007,DORES DE CAMPOS,MG,0.373,0.627,1996,3350,5346
3153509,ALTO JEQUITIBÁ,MG,0.323,0.677,1589,3337,4926
3141405,MEDINA,MG,0.651,0.349,6181,3315,9496
3120201,CRISTAIS,MG,0.397,0.603,2163,3284,5447
3146305,PADRE PARAÍSO,MG,0.569,0.431,4333,3280,7613
3129301,IAPU,MG,0.408,0.592,2252,3269,5521
3100302,ABRE CAMPO,MG,0.548,0.452,3954,3260,7214
3102803,ANDRELÂNDIA,MG,0.453,0.547,2698,3252,5950
