codigo_municipio,municipio,uf,proporcao_haddad,proporcao_bolsonaro,votos_haddad,votos_bolsonaro,votos_validos
4113106,KALORÉ,PR,0.351,0.649,995,1838,2833
4116802,NOVA CANTU,PR,0.583,0.417,2565,1831,4396
4103354,BRAGANEY,PR,0.456,0.544,1535,1831,3366
4109757,IBEMA,PR,0.48,0.52,1687,1828,3515
4124509,SANTO INÁCIO,PR,0.477,0.523,1651,1809,3460
4113759,LUNARDELLI,PR,0.438,0.562,1384,1773,3157
4102208,ATALAIA,PR,0.353,0.647,962,1760,2722
4107405,ENÉAS MARQUES,PR,0.574,0.426,2308,1715,4023
4121109,QUINTA DO SOL,PR,0.46,0.54,1431,1681,3112
4112306,JAPIRA,PR,0.399,0.601,1113,1679,2792
4122909,SALTO DO ITARARÉ,PR,0.45,0.55,1369,1671,3040
4113601,LOBATO,PR,0.396,0.604,1095,1668,2763
4115507,MARUMBI,PR,0.434,0.566,1260,1640,2900
4120655,QUARTO CENTENÁRIO,PR,0.412,0.588,1140,1627,2767
4109005,GUAPIRAMA,PR,0.394,0.606,1055,1621,2676
4126272,SAUDADE DO IGUAÇU,PR,0.551,0.449,1972,1605,3577
4116307,MUNHOZ DE MELO,PR,0.379,0.621,974,1599,2573
4117271,NOVA TEBAS,PR,0.639,0.361,2829,1597,4426
4121307,RANCHO ALEGRE,PR,0.34,0.66,809,1572,2381
4120408,PRESIDENTE CASTELO BRANCO,PR,0.463,0.537,1343,1556,2899
4113429,LIDIANÓPOLIS,PR,0.377,0.623,936,1547,2483
4107702,FÊNIX,PR,0.447,0.553,1250,1544,2794
4124905,SÃO JOÃO DO CAIUÁ,PR,0.546,0.454,1850,1540,3390
4128633,DOUTOR ULYSSES,PR,0.543,0.457,1823,1532,3355
4107850,FLOR DA SERRA DO SUL,PR,0.57,0.43,2021,1527,3548
4100905,AMAPORÃ,PR,0.511,0.489,1538,1474,3012
4116950,NOVA ESPERANÇA DO SUDOESTE,PR,0.608,0.392,2290,1474,3764
4113452,LINDOESTE,PR,0.596,0.404,2157,1460,3617
4100202,ADRIANÓPOLIS,PR,0.607,0.393,2251,1456,3707
4103222,BOM SUCESSO DO SUL,PR,0.383,0.617,899,1450,2349
4121752,RESERVA DO IGUAÇU,PR,0.637,0.363,2531,1445,3976
4113403,LEÓPOLIS,PR,0.448,0.552,1171,1441,2612
4106704,CRUZEIRO DO SUL,PR,0.54,0.46,1681,1434,3115
4120309,PORTO VITÓRIA,PR,0.385,0.615,893,1425,2318
4119657,PITANGUEIRAS,PR,0.274,0.726,536,1423,1959
4122107,RIO BOM,PR,0.358,0.642,775,1387,2162
4123824,SANTA LÚCIA,PR,0.432,0.568,1050,1382,2432
4123204,SANTA CECÍLIA DO PAVÃO,PR,0.395,0.605,902,1380,2282
4101150,ÂNGULO,PR,0.296,0.704,578,1378,1956
4117297,NOVO ITACOLOMI,PR,0.331,0.669,673,1359,2032
4123105,SANTA AMÉLIA,PR,0.424,0.576,997,1357,2354
4113809,LUPIONÓPOLIS,PR,0.545,0.455,1621,1353,2974
4122800,SALGADO FILHO,PR,0.526,0.474,1493,1343,2836
4117214,NOVA SANTA BÁRBARA,PR,0.484,0.516,1259,1340,2599
4103040,BOA VENTURA DE SÃO ROQUE,PR,0.653,0.347,2486,1322,3808
4128658,VIRMOND,PR,0.507,0.493,1354,1316,2670
4106100,CONSELHEIRO MAIRINCK,PR,0.4,0.6,866,1298,2164
4106456,CORONEL DOMINGOS SOARES,PR,0.657,0.343,2483,1295,3778
4106852,CRUZMALTINA,PR,0.362,0.638,733,1293,2026
4120333,PRADO FERREIRA,PR,0.462,0.538,1110,1291,2401
4110904,ITAGUAJÉ,PR,0.483,0.517,1205,1291,2496
4125456,SÃO JOSÉ DAS PALMEIRAS,PR,0.495,0.505,1248,1273,2521
4116604,NOVA AMÉRICA DA COLINA,PR,0.451,0.549,1039,1264,2303
4104055,CAMPO BONITO,PR,0.549,0.451,1519,1247,2766
4109658,HONÓRIO SERPA,PR,0.623,0.377,2054,1243,3297
4125902,SÃO PEDRO DO PARANÁ,PR,0.32,0.68,577,1228,1805
4106555,CORUMBATAÍ DO SUL,PR,0.517,0.483,1308,1221,2529
4128625,ALTO PARAÍSO,PR,0.418,0.582,869,1208,2077
4119707,PLANALTINA DO PARANÁ,PR,0.533,0.467,1372,1204,2576
4107553,FAROL,PR,0.451,0.549,967,1176,2143
4100459,ALTAMIRA DO PARANÁ,PR,0.523,0.477,1288,1174,2462
4122172,RIO BRANCO DO IVAÍ,PR,0.491,0.509,1125,1167,2292
4101655,ARAPUÃ,PR,0.536,0.464,1331,1150,2481
4108650,GOIOXIM,PR,0.715,0.285,2867,1145,4012
4106571,CRUZEIRO DO IGUAÇU,PR,0.574,0.426,1537,1142,2679
4121257,RAMILÂNDIA,PR,0.535,0.465,1310,1139,2449
4111605,IVATUBA,PR,0.356,0.644,617,1116,1733
4107157,DIAMANTE D'OESTE,PR,0.598,0.402,1647,1105,2752
4117404,OURIZONA,PR,0.498,0.502,1082,1090,2172
4113254,LARANJAL,PR,0.683,0.317,2343,1087,3430
4101051,ANAHY,PR,0.447,0.553,878,1085,1963
4103370,BRASILÂNDIA DO SUL,PR,0.516,0.484,1155,1085,2240
4103156,BOM JESUS DO SUL,PR,0.61,0.39,1686,1079,2765
4102703,BARRA DO JACARÉ,PR,0.434,0.566,825,1075,1900
4108452,FOZ DO JORDÃO,PR,0.637,0.363,1877,1071,2948
4120200,PORTO RICO,PR,0.396,0.604,702,1071,1773
4121356,RANCHO ALEGRE D'OESTE,PR,0.417,0.583,762,1066,1828
4126652,SULINA,PR,0.522,0.478,1160,1063,2223
4115457,MARQUINHO,PR,0.629,0.371,1802,1062,2864
4116406,NOSSA SENHORA DAS GRAÇAS,PR,0.548,0.452,1248,1030,2278
4125555,SÃO MANOEL DO PARANÁ,PR,0.299,0.701,437,1025,1462
4107520,ESPERANÇA NOVA,PR,0.295,0.705,422,1010,1432
4107124,DIAMANTE DO SUL,PR,0.536,0.464,1165,1008,2173
4108106,FLÓRIDA,PR,0.432,0.568,756,996,1752
4120150,PORTO BARREIRO,PR,0.591,0.409,1412,979,2391
4123956,SANTA MÔNICA,PR,0.519,0.481,1055,977,2032
4112900,JUNDIAÍ DO SUL,PR,0.515,0.485,1021,960,1981
4124301,SANTO ANTÔNIO DO PARAÍSO,PR,0.411,0.589,660,947,1607
4103958,CAMPINA DO SIMÃO,PR,0.647,0.353,1704,929,2633
4110656,IRACEMA DO OESTE,PR,0.463,0.537,796,924,1720
4128302,UNIFLOR,PR,0.459,0.541,757,893,1650
4102752,BELA VISTA DA CAROBA,PR,0.627,0.373,1481,880,2361
4109104,GUAPOREMA,PR,0.37,0.63,505,860,1365
4110300,INAJÁ,PR,0.551,0.449,1027,837,1864
4110052,IGUATU,PR,0.479,0.521,752,818,1570
4108551,GODOY MOREIRA,PR,0.604,0.396,1240,814,2054
4116000,MIRASELVA,PR,0.429,0.571,603,804,1407
4115739,MATO RICO,PR,0.651,0.349,1491,801,2292
4124202,SANTO ANTÔNIO DO CAIUÁ,PR,0.546,0.454,932,776,1708
4111308,ITAÚNA DO SUL,PR,0.622,0.378,1250,760,2010
4118303,PARANAPOEMA,PR,0.555,0.445,909,730,1639
4103404,CAFEARA,PR,0.577,0.423,955,700,1655
4101853,ARIRANHA DO IVAÍ,PR,0.599,0.401,1016,679,1695
4115903,MIRADOR,PR,0.558,0.442,821,650,1471
4114351,MANFRINÓPOLIS,PR,0.693,0.307,1458,647,2105
4123600,SANTA INÊS,PR,0.496,0.504,631,641,1272
4103024,BOA ESPERANÇA DO IGUAÇU,PR,0.678,0.322,1227,584,1811
4116505,NOVA ALIANÇA DO IVAÍ,PR,0.461,0.539,487,570,1057
4119251,PINHAL DE SÃO BENTO,PR,0.705,0.295,1296,541,1837
4112603,JARDIM OLINDA,PR,0.675,0.325,670,323,993
2611606,RECIFE,PE,0.525,0.475,482673,436764,919437
2607901,JABOATÃO DOS GUARARAPES,PE,0.534,0.466,175911,153618,329529
2609600,OLINDA,PE,0.565,0.435,127824,98361,226185
2604106,CARUARU,PE,0.54,0.46,90803,77455,168258
2610707,PAULISTA,PE,0.549,0.451,92381,75856,168237
2611101,PETROLINA,PE,0.68,0.32,105663,49661,155324
2603454,CAMARAGIBE,PE,0.549,0.451,49546,40652,90198
2602902,CABO DE SANTO AGOSTINHO,PE,0.685,0.315,79320,36402,115722
2616407,VITÓRIA DE SANTO ANTÃO,PE,0.576,0.424,42608,31301,73909
2600054,ABREU E LIMA,PE,0.591,0.409,36019,24961,60980
2612505,SANTA CRUZ DO CAPIBARIBE,PE,0.462,0.538,19765,23044,42809
2613701,SÃO LOURENÇO DA MATA,PE,0.624,0.376,36244,21799,58043
2606804,IGARASSU,PE,0.661,0.339,40695,20826,61521
2606002,GARANHUNS,PE,0.722,0.278,49373,18995,68368
2604007,CARPINA,PE,0.571,0.429,23366,17563,40929
2606408,GRAVATÁ,PE,0.656,0.344,29444,15461,44905
2606200,GOIANA,PE,0.666,0.334,29874,14970,44844
2601706,BELO JARDIM,PE,0.687,0.313,27616,12584,40200
2607208,IPOJUCA,PE,0.778,0.222,42163,12034,54197
2614501,SURUBIM,PE,0.671,0.329,22848,11188,34036
2610608,PAUDALHO,PE,0.638,0.362,19505,11089,30594
2609402,MORENO,PE,0.679,0.321,23323,11046,34369
2615409,TORITAMA,PE,0.57,0.43,13038,9830,22868
2613909,SERRA TALHADA,PE,0.773,0.227,33354,9809,43163
2615300,TIMBAÚBA,PE,0.671,0.329,19783,9717,29500
2601201,ARCOVERDE,PE,0.725,0.275,25396,9623,35019
2605202,ESCADA,PE,0.726,0.274,25451,9595,35046
2608909,LIMOEIRO,PE,0.719,0.281,23724,9270,32994
2601904,BEZERROS,PE,0.738,0.262,25082,8900,33982
2610004,PALMARES,PE,0.736,0.264,21163,7599,28762
2602308,BONITO,PE,0.654,0.346,14054,7438,21492
2601102,ARARIPINA,PE,0.827,0.173,33843,7083,40926
2609501,NAZARÉ DA MATA,PE,0.629,0.371,11693,6905,18598
2608800,LAJEDO,PE,0.673,0.327,13750,6678,20428
2602605,BREJO DA MADRE DE DEUS,PE,0.708,0.292,15611,6442,22053
2601409,BARREIROS,PE,0.693,0.307,14345,6368,20713
2614204,SIRINHAÉM,PE,0.683,0.317,13461,6245,19706
2615003,TAQUARITINGA DO NORTE,PE,0.566,0.434,8009,6149,14158
2613008,SÃO BENTO DO UNA,PE,0.76,0.24,18139,5727,23866
2612208,SALGUEIRO,PE,0.815,0.185,25020,5694,30714
2611804,RIBEIRÃO,PE,0.717,0.283,14120,5563,19683
2610905,PESQUEIRA,PE,0.844,0.156,28817,5311,34128
2600708,ALIANÇA,PE,0.744,0.256,14987,5160,20147
2613107,SÃO CAITANO,PE,0.771,0.229,16917,5028,21945
2610202,PANELAS,PE,0.635,0.365,8582,4924,13506
2602209,BOM JARDIM,PE,0.772,0.228,16349,4837,21186
2607653,ITAMBÉ,PE,0.731,0.269,12957,4758,17715
2616308,VICÊNCIA,PE,0.698,0.302,10932,4723,15655
2600104,AFOGADOS DA INGAZEIRA,PE,0.772,0.228,15197,4476,19673
2608503,LAGOA DE ITAENGA,PE,0.647,0.353,8089,4415,12504
2602100,BOM CONSELHO,PE,0.812,0.188,18763,4353,23116
2611309,POMBOS,PE,0.695,0.305,9747,4273,14020
2609006,MACAPARANA,PE,0.677,0.323,8934,4263,13197
2605400,FEIRA NOVA,PE,0.662,0.338,8276,4231,12507
2600500,ÁGUAS BELAS,PE,0.811,0.189,17486,4071,21557
2605004,CUPIRA,PE,0.701,0.299,9441,4019,13460
2604601,CONDADO,PE,0.71,0.29,9638,3940,13578
2610509,PASSIRA,PE,0.779,0.221,13838,3916,17754
2604205,CATENDE,PE,0.771,0.229,13088,3890,16978
2606101,GLÓRIA DO GOITÁ,PE,0.766,0.234,12675,3866,16541
2611705,RIACHO DAS ALMAS,PE,0.73,0.27,10272,3806,14078
2604502,CHÃ GRANDE,PE,0.708,0.292,9075,3750,12825
2607604,ILHA DE ITAMARACÁ,PE,0.712,0.288,9129,3694,12823
2609907,OURICURI,PE,0.888,0.112,29138,3685,32823
2613404,SÃO JOSÉ DA COROA GRANDE,PE,0.62,0.38,5951,3643,9594
2613602,SÃO JOSÉ DO EGITO,PE,0.784,0.216,12970,3576,16546
2614857,TAMANDARÉ,PE,0.7,0.3,8304,3560,11864
2608107,JOÃO ALFREDO,PE,0.781,0.219,12483,3499,15982
2607752,ITAPISSUMA,PE,0.745,0.255,10171,3489,13660
2616209,VERTENTES,PE,0.694,0.306,7795,3442,11237
2611002,PETROLÂNDIA,PE,0.813,0.187,14529,3335,17864
2613305,SÃO JOAQUIM DO MONTE,PE,0.72,0.28,8559,3333,11892
2615607,TRINDADE,PE,0.783,0.217,11966,3316,15282
2603702,CANHOTINHO,PE,0.723,0.277,8183,3133,11316
2608453,LAGOA DO CARRO,PE,0.7,0.3,7198,3078,10276
2600906,AMARAJI,PE,0.734,0.266,8427,3059,11486
2611903,RIO FORMOSO,PE,0.741,0.259,8410,2945,11355
2600302,AGRESTINA,PE,0.792,0.208,11191,2932,14123
2605905,GAMELEIRA,PE,0.727,0.273,7686,2879,10565
2603504,CAMOCIM DE SÃO FÉLIX,PE,0.728,0.272,7656,2867,10523
2601052,ARAÇOIABA,PE,0.757,0.243,8887,2858,11745
2612604,SANTA MARIA DA BOA VISTA,PE,0.862,0.138,17834,2850,20684
2602803,BUÍQUE,PE,0.891,0.109,22579,2775,25354
2603108,CACHOEIRINHA,PE,0.753,0.247,8346,2734,11080
2600401,ÁGUA PRETA,PE,0.805,0.195,11134,2703,13837
2600807,ALTINHO,PE,0.784,0.216,9491,2622,12113
2603009,CABROBÓ,PE,0.854,0.146,14392,2468,16860
2607802,ITAQUITINGA,PE,0.743,0.257,7064,2443,9507
2601300,BARRA DE GUABIRABA,PE,0.645,0.355,4415,2426,6841
2614105,SERTÂNIA,PE,0.867,0.133,15700,2417,18117
2609709,OROBÓ,PE,0.809,0.191,10036,2369,12405
2613800,SÃO VICENTE FÉRRER,PE,0.759,0.241,7430,2357,9787
2612000,SAIRÉ,PE,0.709,0.291,5667,2326,7993
2615508,TRACUNHAÉM,PE,0.713,0.287,5693,2287,7980
2612406,SANHARÓ,PE,0.807,0.193,9452,2258,11710
2608750,LAGOA GRANDE,PE,0.831,0.169,11096,2250,13346
2607307,IPUBI,PE,0.849,0.151,12493,2223,14716
2612703,SANTA MARIA DO CAMBUCÁ,PE,0.728,0.272,5767,2158,7925
2605806,FREI MIGUELINHO,PE,0.76,0.24,6818,2150,8968
2613503,SÃO JOSÉ DO BELMONTE,PE,0.884,0.116,16021,2106,18127
2600203,AFRÂNIO,PE,0.811,0.189,8991,2094,11085
2610806,PEDRA,PE,0.831,0.169,10263,2091,12354
2614600,TABIRA,PE,0.863,0.137,13138,2083,15221
2605103,CUSTÓDIA,PE,0.892,0.108,17174,2079,19253
2604908,CUMARU,PE,0.789,0.211,7698,2060,9758
2605707,FLORESTA,PE,0.88,0.12,14692,2005,16697
2604403,CHÃ DE ALEGRIA,PE,0.758,0.242,6198,1974,8172
2605301,EXU,PE,0.9,0.1,17637,1954,19591
2605152,DORMENTES,PE,0.821,0.179,8858,1936,10794
2605509,FERREIROS,PE,0.72,0.28,4955,1925,6880
2604809,CORTÊS,PE,0.749,0.251,5651,1892,7543
2611408,PRIMAVERA,PE,0.751,0.249,5692,1891,7583
2608206,JOAQUIM NABUCO,PE,0.774,0.226,6206,1813,8019
2603603,CAMUTANGA,PE,0.689,0.311,3725,1684,5409
2613206,SÃO JOÃO,PE,0.86,0.14,10263,1668,11931
2608008,JATAÚBA,PE,0.827,0.173,7908,1652,9560
2602001,BODOCÓ,PE,0.91,0.09,16517,1629,18146
2601003,ANGELIM,PE,0.737,0.263,4517,1612,6129
2614709,TACAIMBÓ,PE,0.78,0.22,5724,1610,7334
2608404,JUREMA,PE,0.798,0.202,6347,1609,7956
2602704,BUENOS AIRES,PE,0.804,0.196,6516,1593,8109
2616506,XEXÉU,PE,0.768,0.232,5216,1573,6789
2611507,QUIPAPÁ,PE,0.847,0.153,8677,1564,10241
2607703,ITAPETIM,PE,0.826,0.174,7053,1485,8538
2607950,JAQUEIRA,PE,0.747,0.253,4348,1469,5817
2616001,VENTUROSA,PE,0.85,0.15,8289,1467,9756
2609105,MACHADOS,PE,0.801,0.199,5892,1461,7353
2609808,OROCÓ,PE,0.823,0.177,6669,1438,8107
2607505,ITAÍBA,PE,0.886,0.114,11188,1436,12624
2602407,BREJÃO,PE,0.799,0.201,5569,1401,6970
2604155,CASINHAS,PE,0.841,0.159,7251,1375,8626
2606606,IBIMIRIM,PE,0.9,0.1,12337,1367,13704
2608701,LAGOA DOS GATOS,PE,0.827,0.173,6491,1358,7849
2601508,BELÉM DE MARIA,PE,0.784,0.216,4917,1356,6273
2615805,TUPANATINGA,PE,0.875,0.125,9393,1344,10737
2601607,BELÉM DO SÃO FRANCISCO,PE,0.881,0.119,9946,1341,11287
2608305,JUPI,PE,0.847,0.153,7285,1311,8596
2615706,TRIUNFO,PE,0.847,0.153,7109,1286,8395
2614808,TACARATU,PE,0.892,0.108,10527,1274,11801
2605608,FLORES,PE,0.893,0.107,10591,1266,11857
2609303,MIRANDIBA,PE,0.851,0.149,7095,1242,8337
2609204,MARAIAL,PE,0.777,0.223,4190,1206,5396
2603900,CARNAÍBA,PE,0.892,0.108,9624,1163,10787
2603801,CAPOEIRAS,PE,0.888,0.112,9205,1157,10362
2603207,CAETÉS,PE,0.917,0.083,12333,1112,13445
2606507,IATI,PE,0.89,0.11,8854,1094,9948
2600609,ALAGOINHA,PE,0.88,0.12,7753,1057,8810
2608057,JATOBÁ,PE,0.863,0.137,6639,1057,7696
2610400,PARNAMIRIM,PE,0.917,0.083,11606,1049,12655
2610301,PARANATAMA,PE,0.871,0.129,6520,969,7489
2612307,SALOÁ,PE,0.887,0.113,7509,953,8462
2604700,CORRENTES,PE,0.891,0.109,7755,951,8706
2614006,SERRITA,PE,0.911,0.089,9763,948,10711
2616183,VERTENTE DO LÉRIO,PE,0.831,0.169,4628,944,5572
2611200,POÇÃO,PE,0.865,0.135,5977,930,6907
2608602,LAGOA DO OURO,PE,0.879,0.121,6763,928,7691
2612471,SANTA CRUZ DA BAIXA VERDE,PE,0.868,0.132,6019,917,6936
2612109,SALGADINHO,PE,0.792,0.208,3471,909,4380
2608255,JUCATI,PE,0.871,0.129,6003,886,6889
2606903,IGUARACY,PE,0.86,0.14,5368,876,6244
2612901,SÃO BENEDITO DO SUL,PE,0.83,0.17,4105,843,4948
2612455,SANTA CRUZ,PE,0.895,0.105,6969,819,7788
2606705,IBIRAJUBA,PE,0.822,0.178,3780,817,4597
2612802,SANTA TEREZINHA,PE,0.854,0.146,4733,808,5541
2605459,FERNANDO DE NORONHA,PE,0.489,0.511,748,783,1531
2612554,SANTA FILOMENA,PE,0.9,0.1,6970,773,7743
2602506,BREJINHO,PE,0.851,0.149,4174,732,4906
2604304,CEDRO,PE,0.892,0.108,5812,707,6519
2607000,INAJÁ,PE,0.93,0.07,9057,682,9739
2609154,MANARI,PE,0.924,0.076,8297,681,8978
2615904,TUPARETAMA,PE,0.891,0.109,5203,637,5840
2603306,CALÇADO,PE,0.874,0.126,4428,637,5065
2615102,TEREZINHA,PE,0.861,0.139,3900,630,4530
2616100,VERDEJANTE,PE,0.891,0.109,5051,616,5667
2614303,MOREILÂNDIA,PE,0.92,0.08,6120,533,6653
2606309,GRANITO,PE,0.883,0.117,4001,528,4529
2601805,BETÂNIA,PE,0.919,0.081,5770,508,6278
2610103,PALMEIRINA,PE,0.888,0.112,3768,474,4242
2615201,TERRA NOVA,PE,0.923,0.077,5641,469,6110
2603405,CALUMBI,PE,0.91,0.09,4270,424,4694
2614402,SOLIDÃO,PE,0.9,0.1,3588,400,3988
2607109,INGAZEIRA,PE,0.875,0.125,2637,377,3014
2603926,CARNAUBEIRA DA PENHA,PE,0.952,0.048,7402,371,7773
2611533,QUIXABA,PE,0.927,0.073,4169,329,4498
2607406,ITACURUBA,PE,0.904,0.096,2737,291,3028
2211001,TERESINA,PI,0.627,0.373,273796,162652,436448
2207702,PARNAÍBA,PI,0.625,0.375,49323,29587,78910
2208007,PICOS,PI,0.747,0.253,30013,10143,40156
2208403,PIRIPIRI,PI,0.755,0.245,26562,8628,35190
2203909,FLORIANO,PI,0.749,0.251,24011,8059,32070
2202208,CAMPO MAIOR,PI,0.745,0.255,19618,6730,26348
2203701,ESPERANTINA,PI,0.738,0.262,15553,5532,21085
2211100,UNIÃO,PI,0.797,0.203,21387,5457,26844
2201200,BARRAS,PI,0.792,0.208,20081,5265,25346
2207900,PEDRO II,PI,0.784,0.216,17051,4697,21748
2200400,ALTOS,PI,0.827,0.173,20732,4338,25070
2201903,BOM JESUS,PI,0.706,0.294,9266,3864,13130
2208304,PIRACURUCA,PI,0.777,0.223,13153,3782,16935
2211209,URUÇUÍ,PI,0.704,0.296,8495,3572,12067
2207009,OEIRAS,PI,0.831,0.169,17087,3464,20551
2201507,BATALHA,PI,0.771,0.229,11595,3441,15036
2202901,CORRENTE,PI,0.756,0.244,10628,3426,14054
2205706,LUÍS CORREIA,PI,0.813,0.187,14659,3376,18035
2205508,JOSÉ DE FREITAS,PI,0.868,0.132,21909,3335,25244
2205805,LUZILÂNDIA,PI,0.785,0.215,10839,2966,13805
2202703,COCAL,PI,0.805,0.195,11960,2894,14854
2200202,ÁGUA BRANCA,PI,0.739,0.261,7942,2799,10741
2206209,MIGUEL ALVES,PI,0.846,0.154,14530,2649,17179
2210607,SÃO RAIMUNDO NONATO,PI,0.862,0.138,15701,2518,18219
2202604,CASTELO DO PIAUÍ,PI,0.775,0.225,8423,2452,10875
2211308,VALENÇA DO PIAUÍ,PI,0.795,0.205,9302,2399,11701
2202000,BURITI DOS LOPES,PI,0.82,0.18,9979,2191,12170
2202307,CANTO DO BURITI,PI,0.805,0.195,8607,2080,10687
2203305,DEMERVAL LOBÃO,PI,0.791,0.209,6833,1807,8640
2210003,SÃO JOÃO DO PIAUÍ,PI,0.836,0.164,9233,1805,11038
2205409,JOAQUIM PIRES,PI,0.788,0.212,6557,1760,8317
2210508,SÃO PEDRO DO PIAUÍ,PI,0.785,0.215,6130,1681,7811
2201150,BAIXA GRANDE DO RIBEIRO,PI,0.757,0.243,5007,1605,6612
2207801,PAULISTANA,PI,0.864,0.136,10068,1585,11653
2206720,NAZÁRIA,PI,0.814,0.186,6494,1485,7979
2209971,SÃO JOÃO DO ARRAIAL,PI,0.717,0.283,3666,1447,5113
2200301,ALTO LONGÁ,PI,0.836,0.164,7351,1445,8796
2200509,AMARANTE,PI,0.864,0.136,9036,1419,10455
2204709,INHUMA,PI,0.842,0.158,7387,1389,8776
2210409,SÃO MIGUEL DO TAPUIO,PI,0.871,0.129,9062,1340,10402
2206407,MONSENHOR GIL,PI,0.823,0.177,6058,1303,7361
2208106,PIMENTEIRAS,PI,0.808,0.192,5179,1228,6407
2205201,JAICÓS,PI,0.871,0.129,8220,1221,9441
2209708,SÃO FRANCISCO DO PIAUÍ,PI,0.706,0.294,2838,1182,4020
2205102,ITAUEIRA,PI,0.81,0.19,4986,1172,6158
2201101,AVELINO LOPES,PI,0.823,0.177,5444,1169,6613
2207504,PALMEIRAIS,PI,0.865,0.135,7351,1145,8496
